source_id,target_id,trans_amount,source_type,credit_party_type,description,label
201000000001195015,201000000003925223,178000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,569200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,161900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,1260800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004489655,100,merchant,merchant,,1
201000000001195015,201000000003925223,424000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,445100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,77700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,205500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,279000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,376000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,160000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,168000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,38700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,356800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,159000,merchant,merchant,General B2b Transfer,1
202000000126028034,202000000126356897,2261000,customer,customer,Customer Withdrawal,1
201000000001195015,201000000003925209,209000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,17500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,153000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,78200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,251600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,457000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,65900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,423900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,362400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,236800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,7100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,367300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,25000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,101600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,63000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,183200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,70100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,216400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,444600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,162600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,278000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,121000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,267000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,201300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,101900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,225500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,60000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,195300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,123900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,227900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,87500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,249500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,591400,merchant,merchant,General B2b Transfer,1
202100000006263283,201000000001195015,300000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,112700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,267800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,269100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,59500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,238900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,133000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,352100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,594000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,131000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,74500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,173800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,54700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,201100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,226500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,311900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,174000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,1178400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,41200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000004489655,100,merchant,merchant,,1
201000000001195015,201000000003925209,71000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,75700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,106700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,157400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,76000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,45400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,170800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,548100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,97700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,107100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,458700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,25500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,149900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,195500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,187900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,636800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,96500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,483700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,346500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,115100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,74800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,344000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,203600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,383000,merchant,merchant,,1
201000000001195015,201000000003925209,405400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,29200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,110800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,144000,merchant,merchant,General B2b Transfer,1
202000000080798751,202100000006826919,1000000,customer,customer,Customer Withdrawal,1
201000000001195015,201000000003925223,71000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,321300,merchant,merchant,General B2b Transfer,1
202100000006263283,201000000001195015,1000000,customer,merchant,Customer Buy Goods Reservation,1
202000000126356897,201000000001195015,99000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,169800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,320500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,145200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,119000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,22000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,341500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,68100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,884600,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,118200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,290600,merchant,merchant,General B2b Transfer,1
202000000126356897,201000000001195015,50000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,94100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,119300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,50000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,93800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,459700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,172500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,170400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,198300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,43900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,21100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,189400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,104700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,69000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,184700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,79900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,243000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,264200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,16500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,271900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,73500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,166000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,57700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,861500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,329400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,356800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,98200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,203000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,427000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,19000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,110000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,84800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,392300,merchant,merchant,General B2b Transfer,1
202000000126356897,201000000001195015,50000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,208300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,20700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,261000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,10000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,139000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,194400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,45700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,83700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,185100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,322000,merchant,merchant,General B2b Transfer,1
202000000128818935,201000000001195015,99766,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,182900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,60500,merchant,merchant,General B2b Transfer,1
202000000130206713,201000000001195015,50000,customer,merchant,Customer Buy Goods Reservation,1
201000000001195015,201000000003925223,13300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,61300,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,237000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,205000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000002533376,1000,merchant,merchant,,1
201000000001195015,201000000003925223,57900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,19400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,126000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,376000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,131700,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,181000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,89000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,186200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,190000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,42100,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,114000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,254500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,156000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,172800,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,245200,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,80000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,58000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,95500,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,184000,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,212400,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925223,255900,merchant,merchant,General B2b Transfer,1
201000000001195015,201000000003925209,460100,merchant,merchant,General B2b Transfer,1
